"age","employ","address","income","debtinc","creddebt","othdebt","default"
0.583333333333333,0.515151515151515,0.352941176470588,0.376443418013857,0.223300970873786,0.552209691140671,0.141187865833544,1
0.194444444444444,0.303030303030303,0.176470588235294,0.0415704387990762,0.41747572815534,0.0657192879632678,0.112517735875336,0
0.555555555555556,0.454545454545455,0.411764705882353,0.0969976905311778,0.131067961165049,0.0410897742410149,0.06040470169535,0
0.583333333333333,0.454545454545455,0.411764705882353,0.247113163972286,0.0679611650485437,0.128811373293922,0.0220669621536419,0
0.111111111111111,0.0606060606060606,0,0.0346420323325635,0.41747572815534,0.0864123287181939,0.0856562128789793,1
0.583333333333333,0.151515151515152,0.147058823529412,0.0277136258660508,0.245145631067961,0.0185406888907986,0.0600739942596586,0
0.527777777777778,0.606060606060606,0.264705882352941,0.124711316397229,0.740291262135922,0.185997556937079,0.472877267913362,0
0.638888888888889,0.363636363636364,0.323529411764706,0.0577367205542725,0.0849514563106796,0.00568847667892935,0.0339618472005907,0
0.111111111111111,0.0909090909090909,0.117647058823529,0.0138568129330254,0.589805825242718,0.0655317418614287,0.0919457135707766,1
0.444444444444444,0,0.382352941176471,0.0277136258660508,0.475728155339806,0.134601263069954,0.0597895147450853,0
0.194444444444444,0,0.0294117647058824,0.0069284064665127,0.0388349514563107,0.00831237024695452,0.00124897886078244,0
0.138888888888889,0.121212121212121,0,0.023094688221709,0.12378640776699,0.011711168881323,0.0255479672857662,0
0.888888888888889,0.727272727272727,0.411764705882353,0.117782909930716,0.240291262135922,0.190655843949186,0.0689810478609473,0
0.472222222222222,0.181818181818182,0.264705882352941,0.0369515011547344,0.393203883495146,0.0829312414335374,0.084362826765972,0
0.777777777777778,0.666666666666667,0.441176470588235,0.200923787528868,0.218446601941748,0.179662936734481,0.152216909029937,0
0.444444444444444,0.272727272727273,0.176470588235294,0.0831408775981524,0.206310679611651,0.0392133886310468,0.0953262405383536,1
0.444444444444444,0.393939393939394,0.176470588235294,0.0646651270207852,0.395631067961165,0.14143915306633,0.106969987069837,1
0.638888888888889,0.696969696969697,0.558823529411765,0.136258660508083,0.182038834951456,0.056947833667338,0.120746305834368,0
0.527777777777778,0.181818181818182,0.264705882352941,0.110854503464203,0.135922330097087,0.0268412827608343,0.0815927643887178,0
0.583333333333333,0,0.617647058823529,0.0300230946882217,0.0388349514563107,0.00424883893196242,0.0084606483470204,0
0.527777777777778,0.666666666666667,0.0882352941176471,0.0900692840646651,0.0752427184466019,0.0556273222455663,0.0131884702956163,0
0.75,0.515151515151515,0.617647058823529,0.069284064665127,0.133495145631068,0.0280227161444492,0.0504912449153554,0
0.222222222222222,0.0909090909090909,0.176470588235294,0.0300230946882217,0.240291262135922,0.0204336684864251,0.0603897665208349,0
0.25,0.242424242424242,0.176470588235294,0.0323325635103926,0.235436893203884,0.0190025953772173,0.0625349696443289,0
0.0277777777777778,0.0303030303030303,0.0588235294117647,0.0069284064665127,0.434466019417476,0.0112033247923781,0.0737512003613117,1
0.138888888888889,0,0.0588235294117647,0.0438799076212471,0.424757281553398,0.103576836041786,0.0980389233975184,0
0.694444444444444,0.272727272727273,0.764705882352941,0.12933025404157,0.160194174757282,0.0338509034768244,0.110096331591143,0
0.638888888888889,0.757575757575758,0.617647058823529,0.117782909930716,0.402912621359223,0.0457203721685478,0.275694331996014,0
0.361111111111111,0.363636363636364,0.235294117647059,0.103926096997691,0.444174757281553,0.149516774378341,0.214560367065056,0
0.166666666666667,0.0606060606060606,0.0294117647058824,0.0554272517321016,0.342233009708738,0.00940212307637506,0.142339609596245,0
0.694444444444444,0.0909090909090909,0.441176470588235,0.0161662817551963,0.0485436893203884,0.00454042591748925,0.00766433328982693,0
0.277777777777778,0.0303030303030303,0.294117647058824,0.0207852193995381,0.252427184466019,0.0548494000909214,0.0320206158890457,0
0.194444444444444,0.0606060606060606,0.205882352941176,0.0300230946882217,0.143203883495146,0.0345789463490652,0.0225346464756004,0
0.138888888888889,0.242424242424242,0.117647058823529,0.0323325635103926,0.347087378640777,0.0490014070337282,0.0803301874071388,0
0.138888888888889,0.242424242424242,0.0294117647058824,0.0508083140877598,0.0679611650485437,0.00318468269039019,0.025383424334537,0
0.166666666666667,0.181818181818182,0.205882352941176,0.0739030023094688,0.628640776699029,0.293786734874923,0.159465447061264,0
0.277777777777778,0.303030303030303,0.117647058823529,0.0207852193995381,0.388349514563107,0.0680314481819464,0.0593623403060021,0
0.333333333333333,0.363636363636364,0.0294117647058824,0.0946882217090069,0.347087378640777,0.154953762148525,0.128996666924215,0
0.222222222222222,0.0303030303030303,0.235294117647059,0.0254041570438799,0.412621359223301,0.0645368813253621,0.0773929933150728,1
0.694444444444444,0.696969696969697,0.147058823529412,0.0854503464203233,0.0995145631067961,0.0266138332330719,0.0425529009570915,0
0.0833333333333333,0.212121212121212,0.0588235294117647,0.0415704387990762,0.157766990291262,0.0158588866924702,0.0473039933299795,0
0.388888888888889,0.515151515151515,0.0882352941176471,0.106235565819861,0.191747572815534,0.0874013497285156,0.0815504907328522,0
0.611111111111111,0.212121212121212,0.676470588235294,0.0646651270207852,0.109223300970874,0.0452280028228267,0.0255832996414762,0
0.527777777777778,0.575757575757576,0.147058823529412,0.0808314087759815,0.315533980582524,0.0933701236431984,0.12266756668399,0
0.166666666666667,0,0,0.0023094688221709,0.179611650485437,0.0141464457677891,0.0199709170902661,1
0.0277777777777778,0,0.0294117647058824,0.0069284064665127,0.162621359223301,0.00673725550270677,0.0253833105427312,0
0.416666666666667,0.393939393939394,0.441176470588235,0.0508083140877598,0.106796116504854,0.0204312353506981,0.0312320386746486,0
0.75,0.121212121212121,0.0588235294117647,0.0300230946882217,0.25,0.00535211999602523,0.0721649425880513,0
0.0833333333333333,0,0.0588235294117647,0.0184757505773672,0.274271844660194,0.0371763674003804,0.044741800134024,1
0.416666666666667,0.545454545454545,0.0588235294117647,0.0669745958429561,0.177184466019418,0.00941292619900306,0.0812839903236,0
0.388888888888889,0.0606060606060606,0.323529411764706,0.0277136258660508,0.303398058252427,0.0273291751368177,0.0720050651008611,1
0.722222222222222,0.0303030303030303,0.352941176470588,0.0161662817551963,0.337378640776699,0.0388087094969278,0.0553374103420138,0
0.722222222222222,0.484848484848485,0.529411764705882,0.0900692840646651,0.310679611650485,0.146976969981042,0.103277442970676,1
0.5,0.0909090909090909,0.529411764705882,0.0277136258660508,0.087378640776699,0.0146002255808795,0.0161496460107608,0
0.555555555555556,0.0909090909090909,0.0588235294117647,0.0346420323325635,0.228155339805825,0.0263549475917163,0.058635096874947,0
0.472222222222222,0.0303030303030303,0.0882352941176471,0.0254041570438799,0.364077669902913,0.0870786186056828,0.050560202749688,1
0.416666666666667,0.272727272727273,0.0294117647058824,0.0484988452655889,0.118932038834951,0.0187888687349553,0.0357481509684991,0
0.527777777777778,0.484848484848485,0.382352941176471,0.12933025404157,0.0558252427184466,0.0510861177246444,0.0156156495139554,0
0.555555555555556,0.545454545454545,0.176470588235294,0.200923787528868,0.058252427184466,0.0716949719834154,0.0275778993099551,0
0.833333333333333,0.303030303030303,0.588235294117647,0.15473441108545,0.29368932038835,0.12006765674528,0.205831625223501,0
0.305555555555556,0.272727272727273,0.294117647058824,0.0346420323325635,0.0558252427184466,0.00175263632689159,0.0164629433001604,0
0.25,0.393939393939394,0.0294117647058824,0.0669745958429561,0.177184466019418,0.0703641440661611,0.0456522483724642,1
0.472222222222222,0.121212121212121,0,0.023094688221709,0.298543689320388,0.0417605897609561,0.0550910510823933,0
0.361111111111111,0.121212121212121,0.264705882352941,0.0969976905311778,0.16747572815534,0.104535004891089,0.0467845337363687,0
0.166666666666667,0.151515151515152,0.205882352941176,0.0346420323325635,0.186893203883495,0.0492758647437368,0.031694431677636,0
0.333333333333333,0.333333333333333,0.176470588235294,0.143187066974596,0.563106796116505,0.376999976739222,0.275106369735294,1
0.222222222222222,0.0606060606060606,0.0882352941176471,0.023094688221709,0.152912621359223,0.00852804339779813,0.0352604392887147,1
0.527777777777778,0.575757575757576,0.235294117647059,0.0762124711316397,0.218446601941748,0.121855816853786,0.0462173953761155,0
0.222222222222222,0.242424242424242,0.0882352941176471,0.0415704387990762,0.196601941747573,0.0720431050432383,0.0285691966264371,1
0.25,0.0303030303030303,0.0588235294117647,0.0161662817551963,0.449029126213592,0.0271277114986199,0.0883381719505702,1
0.388888888888889,0.0909090909090909,0.235294117647059,0.0184757505773672,0.558252427184466,0.0676529982509647,0.0968219484821254,0
